date,0,0.25,0.5,0.75,1,1.5,2,2.5,3,4,5,6,7,8,9,10,12,15,20,25,29,Zero_Crossing_Depth
2008-09-28,0.06045454545454543,0.4122727272727273,1.810909090909091,2.0054545454545454,2.0381818181818185,1.6736363636363636,0.8872727272727272,0.01631578947368421,-0.39590909090909093,-1.0268181818181819,-1.5627272727272727,-2.0227272727272725,-2.6895454545454545,-3.0381818181818185,-3.1777272727272727,-3.2186363636363637,-3.208636363636364,-3.2068181818181816,-3.2045454545454546,-3.2686363636363636,-3.350454545454546,2.519789913527944
2008-10-05,-3.7510714285714286,-1.6642857142857144,0.4032142857142857,0.5546428571428571,0.6153571428571428,0.58,0.3335714285714286,-0.024285714285714285,-0.3871428571428571,-0.9942857142857143,-1.5150000000000001,-1.9607142857142856,-2.6164285714285715,-2.983571428571429,-3.1492857142857145,-3.2078571428571427,-3.197857142857143,-3.197857142857143,-3.1992857142857143,-3.2582142857142853,-3.361785714285714,0.45124373812402835
2008-10-12,-2.0485714285714285,-0.9889285714285715,-0.08499999999999999,0.003,0.0415,0.07857142857142857,0.03956521739130435,-0.04642857142857143,-0.3725,-0.9460714285714286,-1.4539285714285715,-1.8900000000000001,-2.5432142857142854,-2.930357142857143,-3.1146428571428575,-3.194642857142857,-3.202142857142857,-3.202142857142857,-3.2035714285714287,-3.2624999999999997,-3.3635714285714284,0.7414772727272727
2008-10-19,-5.28,-3.4907142857142857,-0.715,-0.2675,-0.08285714285714285,-0.025714285714285714,-0.02464285714285714,-0.057857142857142864,-0.36607142857142855,-0.915,-1.3957142857142857,-1.8189285714285715,-2.4739285714285715,-2.873214285714286,-3.0778571428571424,-3.1725,-3.194642857142857,-3.196071428571429,-3.2046428571428573,-3.2560714285714285,-3.36,0.0
2008-10-26,-5.788214285714285,-4.728928571428571,-2.0324999999999998,-1.2403571428571427,-0.6514285714285715,-0.06571428571428571,-0.02964285714285714,-0.07642857142857143,-0.36428571428571427,-0.8878571428571428,-1.3492857142857144,-1.7596428571428573,-2.4121428571428574,-2.8225000000000002,-3.042142857142857,-3.1639285714285714,-3.182142857142857,-3.1950000000000003,-3.208928571428572,-3.254642857142857,-3.3589285714285713,0.0
2008-11-02,-6.72,-6.255,-4.191071428571428,-3.2635714285714283,-2.382142857142857,-0.7074999999999999,-0.07250000000000001,-0.10535714285714286,-0.3632142857142857,-0.8582142857142857,-1.3074999999999999,-1.7075,-2.3485714285714288,-2.7703571428571427,-3.009642857142857,-3.1353571428571425,-3.176071428571429,-3.189285714285714,-3.2082142857142855,-3.2624999999999997,-3.355,0.0
2008-11-09,-5.985714285714286,-5.7749999999999995,-3.966785714285714,-3.3160714285714286,-2.725357142857143,-1.477857142857143,-0.4575,-0.1907142857142857,-0.39,-0.8407142857142856,-1.2692857142857144,-1.6564285714285714,-2.295714285714286,-2.7235714285714288,-2.972857142857143,-3.1164285714285715,-3.162857142857143,-3.1889285714285713,-3.2150000000000003,-3.2507142857142854,-3.357142857142857,0.0
2008-11-16,-9.649642857142856,-7.9628571428571435,-4.827857142857143,-3.9914285714285715,-3.329285714285714,-2.1160714285714284,-1.1739285714285714,-0.6142857142857142,-0.5810714285714286,-0.8732142857142857,-1.2521428571428572,-1.617857142857143,-2.242142857142857,-2.6757142857142857,-2.937142857142857,-3.09,-3.15,-3.1864285714285714,-3.205357142857143,-3.2564285714285712,-3.3542857142857145,0.0
2008-11-23,-10.231785714285715,-10.07392857142857,-8.010357142857142,-7.091785714285714,-6.218571428571429,-4.260357142857143,-2.5710714285714285,-1.460357142857143,-1.0939285714285714,-1.0446428571428572,-1.2875,-1.604642857142857,-2.1992857142857143,-2.6335714285714285,-2.9125,-3.079285714285714,-3.1442857142857146,-3.182142857142857,-3.2050000000000005,-3.255714285714286,-3.3557142857142854,0.0
